endpoint_id,image,x_px,y_px,refdes,pin,candidate_net,confidence,review_state,reviewer,note
seed-component-D106-12,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2693.333,2285.000,D106,12,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-12,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1016.937,2038.087,D106,12,,local-package-fit,measurement,codex-photo-review,"Corrected D106 fit identifies the physical pin12 solder-joint centre; the solder cap hides its copper departure, so no destination or intentional strap is accepted; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D106-13,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2693.000,2232.000,D106,13,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-13,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1017.242,1992.087,D106,13,,local-package-fit,measurement,codex-photo-review,"Corrected D106 fit identifies the physical pin13 solder-joint centre; the solder cap hides its copper departure, so no destination or intentional strap is accepted; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D106-14,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2692.667,2179.000,D106,14,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-14,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1017.546,1946.087,D106,14,,local-package-fit,measurement,codex-photo-review,"Corrected D106 fit identifies the physical pin14 solder-joint centre; the solder cap hides its copper departure, so no destination or intentional strap is accepted; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D106-15,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2692.333,2126.000,D106,15,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-15,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1017.851,1900.087,D106,15,,local-package-fit,measurement,codex-photo-review,"Corrected D106 fit identifies the physical pin15 solder-joint centre; the solder cap hides its copper departure, so no destination or intentional strap is accepted; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D106-2,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2533.333,2127.000,D106,2,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-2,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1155.851,1901.000,D106,2,,local-package-fit,measurement,codex-photo-review,"Corrected D106 fit identifies the physical pin2 solder-joint centre; the solder cap hides its copper departure, so no destination or intentional strap is accepted; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D106-3,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2533.667,2180.000,D106,3,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-3,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1155.546,1947.000,D106,3,,local-package-fit,measurement,codex-photo-review,"Corrected D106 fit identifies the physical pin3 solder-joint centre; the solder cap hides its copper departure, so no destination or intentional strap is accepted; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D106-4,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2534.000,2233.000,D106,4,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-4,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1155.242,1993.000,D106,4,,local-package-fit,measurement,codex-photo-review,"Corrected D106 fit identifies the physical pin4 solder-joint centre; the solder cap hides its copper departure, so no destination or intentional strap is accepted; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D106-5,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2534.333,2286.000,D106,5,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-5,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1154.937,2039.000,D106,5,,local-package-fit,measurement,codex-photo-review,"Corrected D106 fit identifies the physical pin5 solder-joint centre; the solder cap hides its copper departure, so no destination or intentional strap is accepted; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D106-6,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2534.666,2339.000,D106,6,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-6,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1154.633,2085.000,D106,6,,local-package-fit,measurement,codex-photo-review,"Corrected D106 fit identifies the physical pin6 solder-joint centre; the solder cap hides its copper departure, so no destination or intentional strap is accepted; local solder package fit establishes pad identity only; no electrical path accepted"
seed-component-D106-7,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2535.000,2392.000,D106,7,,local-package-fit,measurement,codex-photo-review,Corrected component fit identifies К555ИЕ7 Q3/pin7; the package body obscures the departure and the corresponding solder contact is rail-obscured; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-7,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1154.329,2131.000,D106,7,,local-package-fit,measurement,codex-photo-review,Corrected D106 fit extrapolates pin7 into the rail-obscured package end; this solder coordinate is not electrical evidence for the candidate Q3 clock path
seed-component-D106-9,ref/photos/juku-pcb-2/PXL_20260710_200402344.jpg,2694.333,2444.000,D106,9,,local-package-fit,measurement,codex-photo-review,Validated D106 component fit identifies the photographed К555ИЕ7 package contact and replaces the displaced generated landing; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D106-9,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1016.024,2176.087,D106,9,,local-package-fit,measurement,codex-photo-review,Corrected D106 fit extrapolates pin9 into the rail-obscured package end; this solder coordinate is not electrical evidence for the unresolved functional path
seed-component-D41-1,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2204.000,1954.000,D41,1,,local-package-fit,measurement,codex-photo-review,"Corrected package-local fit identifies the actual D41 pad; visible component copper leaves the package, but factory wires or the timing-rail field prevent a proved complete destination"
seed-solder-D41-1,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1451.000,1620.000,D41,1,,local-package-fit,measurement,codex-photo-review,"Corrected reflected package fit identifies the actual D41 pad; no complete solder-side destination is proved, so continuity/source reading remains required"
seed-component-D41-10,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,1978.000,2123.500,D41,10,,local-package-fit,measurement,codex-photo-review,"Corrected package-local fit identifies the actual D41 pad; visible component copper leaves the package, but factory wires or the timing-rail field prevent a proved complete destination"
seed-solder-D41-10,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1671.000,1785.000,D41,10,,local-package-fit,measurement,codex-photo-review,"Corrected reflected package fit identifies the actual D41 pad; no complete solder-side destination is proved, so continuity/source reading remains required"
seed-component-D41-2,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2147.500,1954.000,D41,2,,local-package-fit,measurement,codex-photo-review,"Corrected package-local fit identifies the actual D41 pad; visible component copper leaves the package, but factory wires or the timing-rail field prevent a proved complete destination"
seed-solder-D41-2,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1506.000,1620.000,D41,2,,local-package-fit,measurement,codex-photo-review,"Corrected reflected package fit identifies the actual D41 pad; no complete solder-side destination is proved, so continuity/source reading remains required"
seed-component-D41-3,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2091.000,1954.000,D41,3,,local-package-fit,measurement,codex-photo-review,"Corrected package-local fit identifies the actual D41 pad; visible component copper leaves the package, but factory wires or the timing-rail field prevent a proved complete destination"
seed-solder-D41-3,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1561.000,1620.000,D41,3,,local-package-fit,measurement,codex-photo-review,"Corrected reflected package fit identifies the actual D41 pad; no complete solder-side destination is proved, so continuity/source reading remains required"
seed-component-D41-4,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2034.500,1954.000,D41,4,,local-package-fit,measurement,codex-photo-review,"Corrected package-local fit identifies the actual D41 pad; visible component copper leaves the package, but factory wires or the timing-rail field prevent a proved complete destination"
seed-solder-D41-4,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1616.000,1620.000,D41,4,,local-package-fit,measurement,codex-photo-review,"Corrected reflected package fit identifies the actual D41 pad; no complete solder-side destination is proved, so continuity/source reading remains required"
seed-component-D41-5,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,1978.000,1954.000,D41,5,,local-package-fit,measurement,codex-photo-review,"Corrected package-local fit identifies the actual D41 pad; visible component copper leaves the package, but factory wires or the timing-rail field prevent a proved complete destination"
seed-solder-D41-5,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1671.000,1620.000,D41,5,,local-package-fit,measurement,codex-photo-review,"Corrected reflected package fit identifies the actual D41 pad; no complete solder-side destination is proved, so continuity/source reading remains required"
seed-component-D41-6,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,1921.500,1954.000,D41,6,,local-package-fit,measurement,codex-photo-review,"Corrected package-local fit identifies the actual D41 pad; visible component copper leaves the package, but factory wires or the timing-rail field prevent a proved complete destination"
seed-solder-D41-6,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1726.000,1620.000,D41,6,,local-package-fit,measurement,codex-photo-review,"Corrected reflected package fit identifies the actual D41 pad; no complete solder-side destination is proved, so continuity/source reading remains required"
seed-component-D41-8,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,1865.000,2123.500,D41,8,,local-package-fit,measurement,codex-photo-review,"Corrected package-local fit identifies the actual D41 pad; visible component copper leaves the package, but factory wires or the timing-rail field prevent a proved complete destination"
seed-solder-D41-8,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1781.000,1785.000,D41,8,,local-package-fit,measurement,codex-photo-review,"Corrected reflected package fit identifies the actual D41 pad; no complete solder-side destination is proved, so continuity/source reading remains required"
seed-component-D41-9,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,1921.500,2123.500,D41,9,,local-package-fit,measurement,codex-photo-review,"Corrected package-local fit identifies the actual D41 pad; visible component copper leaves the package, but factory wires or the timing-rail field prevent a proved complete destination"
seed-solder-D41-9,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1726.000,1785.000,D41,9,,local-package-fit,measurement,codex-photo-review,"Corrected reflected package fit identifies the actual D41 pad; no complete solder-side destination is proved, so continuity/source reading remains required"
seed-component-C12-2,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2142.458,1220.181,C12,2,,registration-only,measurement,codex-photo-review,C12 projection is crowded between adjacent IC/resistor leads and does not identify the capacitor landing or a complete path
seed-solder-C12-2,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1590.826,938.565,C12,2,,registration-only,measurement,codex-photo-review,C12 solder projection overlaps a multi-junction trace area without unique passive-pin identity
seed-component-C73-1,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,1681.475,1854.353,C73,1,,registration-only,measurement,codex-photo-review,C73 projections fall on silkscreen/broad copper near unpopulated holes rather than identifiable capacitor leads
seed-solder-C73-1,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,2024.992,1926.216,C73,1,,registration-only,measurement,codex-photo-review,C73 solder projections lie on a broad rail with no unique component landing
seed-component-C73-2,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,1792.252,1855.629,C73,2,,registration-only,measurement,codex-photo-review,C73 projections fall on silkscreen/broad copper near unpopulated holes rather than identifiable capacitor leads
seed-solder-C73-2,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,1906.049,1926.987,C73,2,,registration-only,measurement,codex-photo-review,C73 solder projections lie on a broad rail with no unique component landing
seed-component-E1-3,ref/photos/juku-pcb-2/PXL_20260710_200439607.jpg,2718.911,1543.338,E1,3,,registration-only,measurement,codex-photo-review,E1 projection lies on inter-package fanout rather than a uniquely identified connector/contact pin
seed-solder-E1-3,ref/photos/juku-pcb-2/PXL_20260710_200534267.jpg,2338.517,1302.120,E1,3,,registration-only,measurement,codex-photo-review,E1 solder projection is at a trace crossing/junction field with no unique endpoint
seed-component-E14-1,ref/photos/juku-pcb-2/PXL_20260710_200439607.jpg,2325.891,585.428,E14,1,,registration-only,measurement,codex-photo-review,E14 projection lies among bare traces and vias without a visible component/contact landing
seed-solder-E14-1,ref/photos/juku-pcb-2/PXL_20260710_200525009.jpg,2960.016,2348.662,E14,1,,registration-only,measurement,codex-photo-review,E14 solder projection falls between several joints and branches; endpoint identity is ambiguous
seed-component-R66-1,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2916.272,1957.712,R66,1,,registration-only,measurement,codex-photo-review,R66 projection falls on a neighboring vertical trace rather than a uniquely identifiable resistor lead
seed-solder-R66-1,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,814.180,1683.565,R66,1,,registration-only,measurement,codex-photo-review,R66 solder projection overlaps a clustered joint/broad-copper area without unique lead identity
seed-component-R73-3,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,2561.649,1306.233,R73,3,,registration-only,measurement,codex-photo-review,R73 projection is near an adjacent resistor/IC lead cluster and does not isolate the modeled resistor endpoint
seed-solder-R73-3,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1171.754,1028.422,R73,3,,registration-only,measurement,codex-photo-review,R73 solder projection lies on a broad rail rather than a unique resistor landing
seed-component-S4-1,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,1888.250,873.247,S4,1,,registration-only,measurement,codex-photo-review,S4 projections lie on an IC body rather than identifiable switch contacts; the modeled placement is not registered
seed-solder-S4-1,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1390.596,2087.444,S4,1,,registration-only,measurement,codex-photo-review,S4 solder projections lie in a trace field between package rows and do not identify switch contacts
seed-component-S4-2,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,1888.396,926.530,S4,2,,registration-only,measurement,codex-photo-review,S4 projections lie on an IC body rather than identifiable switch contacts; the modeled placement is not registered
seed-solder-S4-2,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,1390.304,2133.460,S4,2,,registration-only,measurement,codex-photo-review,S4 solder projections lie in a trace field between package rows and do not identify switch contacts
seed-component-Z1-1,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,2041.954,1957.968,Z1,1,,registration-only,measurement,codex-photo-review,Z1 projections land on silkscreen reference marks rather than identifiable connector pads
seed-solder-Z1-1,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,1638.304,2034.254,Z1,1,,registration-only,measurement,codex-photo-review,Z1 solder projections fall on broad rails away from a uniquely identifiable connector landing
seed-component-Z1-2,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,2042.267,1848.457,Z1,2,,registration-only,measurement,codex-photo-review,Z1 projections land on silkscreen reference marks rather than identifiable connector pads
seed-solder-Z1-2,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,1637.491,1918.060,Z1,2,,registration-only,measurement,codex-photo-review,Z1 solder projections fall on broad rails away from a uniquely identifiable connector landing
seed-component-D10-22,ref/photos/juku-pcb-2/PXL_20260710_200415237.jpg,2455.769,1305.000,D10,22,,local-package-fit,measurement,codex-photo-review,D10 projection lies under a factory wire on bare trace fanout rather than a package contact; local component package fit establishes pad identity only; no electrical path accepted
seed-solder-D10-22,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,3263.713,904.750,D10,22,,registration-only,measurement,codex-photo-review,D10 solder projection falls between long parallel rails without unique pin identity
seed-component-D12-2,ref/photos/juku-pcb-2/PXL_20260710_200418174.jpg,1000.256,899.804,D12,2,,registration-only,measurement,codex-photo-review,D12 projection is on the package body rather than the selected pin/contact
seed-solder-D12-2,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,2139.500,2086.500,D12,2,,registration+unique-hole-snap,measurement,codex-photo-review,D12 nearby-hole projection is in an inter-row trace field and cannot establish pin identity
seed-component-D14-2,ref/photos/juku-pcb-2/PXL_20260710_200358952.jpg,2320.268,1829.741,D14,2,,registration-only,measurement,codex-photo-review,D14 projections lie on adjacent package bodies rather than clearly identified contacts
seed-solder-D14-2,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,2279.500,1708.500,D14,2,,registration+unique-hole-snap,measurement,codex-photo-review,D14 hole snaps are not backed by a valid component-side package fit and remain geometry-only measurements
seed-component-D14-7,ref/photos/juku-pcb-2/PXL_20260710_200358952.jpg,2473.089,1829.164,D14,7,,registration-only,measurement,codex-photo-review,D14 projections lie on adjacent package bodies rather than clearly identified contacts
seed-solder-D14-7,ref/photos/juku-pcb-2/PXL_20260710_200506061.jpg,2141.500,1711.500,D14,7,,registration+unique-hole-snap,measurement,codex-photo-review,D14 hole snaps are not backed by a valid component-side package fit and remain geometry-only measurements
seed-component-D33-12,ref/photos/juku-pcb-2/PXL_20260710_200445914.jpg,2106.353,1236.633,D33,12,,registration-only,measurement,codex-photo-review,D33 projections fall on an adjacent resistor/trace gap rather than coherent IC contacts
seed-solder-D33-12,ref/photos/juku-pcb-2/PXL_20260710_200530933.MP.jpg,1632.966,479.891,D33,12,,registration-only,measurement,codex-photo-review,D33 solder projections lie in trace/joint fields without unique package pin identity or destination
seed-component-D33-9,ref/photos/juku-pcb-2/PXL_20260710_200445914.jpg,2107.699,1069.229,D33,9,,registration-only,measurement,codex-photo-review,D33 projections fall on an adjacent resistor/trace gap rather than coherent IC contacts
seed-solder-D33-9,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1638.548,2631.309,D33,9,,registration-only,measurement,codex-photo-review,D33 solder projections lie in trace/joint fields without unique package pin identity or destination
seed-component-D37-10,ref/photos/juku-pcb-2/PXL_20260710_200445914.jpg,1748.837,1147.079,D37,10,,registration-only,measurement,codex-photo-review,"D37 projections lie in parallel-trace fields beside the package and under a factory wire, not on a coherent contact row"
seed-solder-D37-10,ref/photos/juku-pcb-2/PXL_20260710_200530933.MP.jpg,2009.411,386.241,D37,10,,registration-only,measurement,codex-photo-review,D37 solder points lie among junctions between physical pad rows; the one nearby-hole snap lacks package-side identity
seed-component-D37-8,ref/photos/juku-pcb-2/PXL_20260710_200445914.jpg,1749.868,1035.427,D37,8,,registration-only,measurement,codex-photo-review,"D37 projections lie in parallel-trace fields beside the package and under a factory wire, not on a coherent contact row"
seed-solder-D37-8,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1992.500,2624.500,D37,8,,registration+unique-hole-snap,measurement,codex-photo-review,D37 solder points lie among junctions between physical pad rows; the one nearby-hole snap lacks package-side identity
seed-component-D37-9,ref/photos/juku-pcb-2/PXL_20260710_200445914.jpg,1749.353,1091.243,D37,9,,registration-only,measurement,codex-photo-review,"D37 projections lie in parallel-trace fields beside the package and under a factory wire, not on a coherent contact row"
seed-solder-D37-9,ref/photos/juku-pcb-2/PXL_20260710_200522685.jpg,1984.467,2656.391,D37,9,,registration-only,measurement,codex-photo-review,D37 solder points lie among junctions between physical pad rows; the one nearby-hole snap lacks package-side identity
seed-component-D42-12,ref/photos/juku-pcb-2/PXL_20260710_200452717.MP.jpg,1431.636,2158.593,D42,12,,registration-only,measurement,codex-photo-review,D42 projections fall on bare fanout or adjacent component areas rather than consistently identified package pins
seed-solder-D42-12,ref/photos/juku-pcb-2/PXL_20260710_200534267.jpg,1843.902,2409.183,D42,12,,registration-only,measurement,codex-photo-review,D42 solder projections lie on long inter-row rails with no unique pin landing or destination
seed-component-D42-13,ref/photos/juku-pcb-2/PXL_20260710_200452717.MP.jpg,1374.743,2158.052,D42,13,,registration-only,measurement,codex-photo-review,D42 projections fall on bare fanout or adjacent component areas rather than consistently identified package pins
seed-solder-D42-13,ref/photos/juku-pcb-2/PXL_20260710_200534267.jpg,1905.346,2409.687,D42,13,,registration-only,measurement,codex-photo-review,D42 solder projections lie on long inter-row rails with no unique pin landing or destination
seed-component-D42-8,ref/photos/juku-pcb-2/PXL_20260710_200452717.MP.jpg,1659.125,2160.756,D42,8,,registration-only,measurement,codex-photo-review,D42 projections fall on bare fanout or adjacent component areas rather than consistently identified package pins
seed-solder-D42-8,ref/photos/juku-pcb-2/PXL_20260710_200534267.jpg,1598.409,2407.169,D42,8,,registration-only,measurement,codex-photo-review,D42 solder projections lie on long inter-row rails with no unique pin landing or destination
seed-component-D51-1,ref/photos/juku-pcb-2/PXL_20260710_200411500.jpg,2348.314,2190.478,D51,1,,registration-only,measurement,codex-photo-review,D51 projection lies on a bare parallel trace rather than an identified package contact
seed-solder-D51-1,ref/photos/juku-pcb-2/PXL_20260710_200525009.jpg,2797.500,1986.500,D51,1,,registration+unique-hole-snap,measurement,codex-photo-review,D51 hole snap is inside a clustered junction field and lacks component-side pin identity
seed-component-D59-1,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,2646.775,2298.339,D59,1,,registration-only,measurement,codex-photo-review,D59 projections land on a shield/bare board area and adjacent package fanout rather than coherent contacts
seed-solder-D59-1,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,990.757,2391.869,D59,1,,registration-only,measurement,codex-photo-review,"D59 solder projections lie near a mounting hole or broad rail, not uniquely identified package pads"
seed-component-D59-10,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,2873.042,2129.943,D59,10,,registration-only,measurement,codex-photo-review,D59 projections land on a shield/bare board area and adjacent package fanout rather than coherent contacts
seed-solder-D59-10,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,746.535,2212.361,D59,10,,registration-only,measurement,codex-photo-review,"D59 solder projections lie near a mounting hole or broad rail, not uniquely identified package pads"
seed-component-D13-10,ref/photos/juku-pcb-2/PXL_20260710_200439607.jpg,1007.257,1358.306,D13,10,,registration-only,measurement,codex-photo-review,"D13 projections alternate between package bodies, adjacent resistor, and offset contacts; no coherent package fit or complete fanout is visible"
seed-solder-D13-10,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,2498.500,978.500,D13,10,,registration+unique-hole-snap,measurement,codex-photo-review,D13 solder points lie among isolated holes and trace turns without reliable package-side pin identity; snaps remain geometry-only
seed-component-D13-11,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,1166.435,960.839,D13,11,,registration-only,measurement,codex-photo-review,"D13 projections alternate between package bodies, adjacent resistor, and offset contacts; no coherent package fit or complete fanout is visible"
seed-solder-D13-11,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,2576.791,978.247,D13,11,,registration-only,measurement,codex-photo-review,D13 solder points lie among isolated holes and trace turns without reliable package-side pin identity; snaps remain geometry-only
seed-component-D13-12,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,1110.592,960.297,D13,12,,registration-only,measurement,codex-photo-review,"D13 projections alternate between package bodies, adjacent resistor, and offset contacts; no coherent package fit or complete fanout is visible"
seed-solder-D13-12,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,2621.500,978.500,D13,12,,registration+unique-hole-snap,measurement,codex-photo-review,D13 solder points lie among isolated holes and trace turns without reliable package-side pin identity; snaps remain geometry-only
seed-component-D13-13,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,1054.761,959.755,D13,13,,registration-only,measurement,codex-photo-review,"D13 projections alternate between package bodies, adjacent resistor, and offset contacts; no coherent package fit or complete fanout is visible"
seed-solder-D13-13,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,2696.959,977.762,D13,13,,registration-only,measurement,codex-photo-review,D13 solder points lie among isolated holes and trace turns without reliable package-side pin identity; snaps remain geometry-only
seed-component-D13-3,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,1109.180,1128.566,D13,3,,registration-only,measurement,codex-photo-review,"D13 projections alternate between package bodies, adjacent resistor, and offset contacts; no coherent package fit or complete fanout is visible"
seed-solder-D13-3,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,2652.500,1136.500,D13,3,,registration+unique-hole-snap,measurement,codex-photo-review,D13 solder points lie among isolated holes and trace turns without reliable package-side pin identity; snaps remain geometry-only
seed-component-D13-6,ref/photos/juku-pcb-2/PXL_20260710_200450127.jpg,1276.915,1130.252,D13,6,,registration-only,measurement,codex-photo-review,"D13 projections alternate between package bodies, adjacent resistor, and offset contacts; no coherent package fit or complete fanout is visible"
seed-solder-D13-6,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,2458.139,1158.308,D13,6,,registration-only,measurement,codex-photo-review,D13 solder points lie among isolated holes and trace turns without reliable package-side pin identity; snaps remain geometry-only
seed-component-D13-8,ref/photos/juku-pcb-2/PXL_20260710_200439607.jpg,1117.240,1358.757,D13,8,,registration-only,measurement,codex-photo-review,"D13 projections alternate between package bodies, adjacent resistor, and offset contacts; no coherent package fit or complete fanout is visible"
seed-solder-D13-8,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,2396.399,978.975,D13,8,,registration-only,measurement,codex-photo-review,D13 solder points lie among isolated holes and trace turns without reliable package-side pin identity; snaps remain geometry-only
seed-component-D13-9,ref/photos/juku-pcb-2/PXL_20260710_200439607.jpg,1062.236,1358.532,D13,9,,registration-only,measurement,codex-photo-review,"D13 projections alternate between package bodies, adjacent resistor, and offset contacts; no coherent package fit or complete fanout is visible"
seed-solder-D13-9,ref/photos/juku-pcb-2/PXL_20260710_200537608.jpg,2456.549,978.733,D13,9,,registration-only,measurement,codex-photo-review,D13 solder points lie among isolated holes and trace turns without reliable package-side pin identity; snaps remain geometry-only
seed-component-D26-14,ref/photos/juku-pcb-2/PXL_20260710_200455512.jpg,1873.542,2223.851,D26,14,,registration-only,measurement,codex-photo-review,"D26 projections fall on the package body, offset contact edge, or bare parallel traces rather than a coherent selected-pin set"
seed-solder-D26-14,ref/photos/juku-pcb-2/PXL_20260710_200530933.MP.jpg,1944.323,2280.747,D26,14,,registration-only,measurement,codex-photo-review,D26 solder projections lie between physical package rows on broad/parallel rails without unique pin identity
seed-component-D26-15,ref/photos/juku-pcb-2/PXL_20260710_200455512.jpg,1930.831,2223.954,D26,15,,registration-only,measurement,codex-photo-review,"D26 projections fall on the package body, offset contact edge, or bare parallel traces rather than a coherent selected-pin set"
seed-solder-D26-15,ref/photos/juku-pcb-2/PXL_20260710_200530933.MP.jpg,1884.541,2280.170,D26,15,,registration-only,measurement,codex-photo-review,D26 solder projections lie between physical package rows on broad/parallel rails without unique pin identity
seed-component-D26-22,ref/photos/juku-pcb-2/PXL_20260710_200455512.jpg,2164.383,1881.296,D26,22,,registration-only,measurement,codex-photo-review,"D26 projections fall on the package body, offset contact edge, or bare parallel traces rather than a coherent selected-pin set"
seed-solder-D26-22,ref/photos/juku-pcb-2/PXL_20260710_200530933.MP.jpg,1645.859,1912.649,D26,22,,registration-only,measurement,codex-photo-review,D26 solder projections lie between physical package rows on broad/parallel rails without unique pin identity
seed-component-D26-38,ref/photos/juku-pcb-2/PXL_20260710_200455512.jpg,1248.158,1878.371,D26,38,,registration-only,measurement,codex-photo-review,"D26 projections fall on the package body, offset contact edge, or bare parallel traces rather than a coherent selected-pin set"
